id,R,G,B,std R,std G,std B,,Gray,std Gray,,H,S,V,std H,std S,std V,,L,a,b,std L,std a,std b,,Area [pixels]
11,235.73794549266248,218.6098299557419,203.9282552993245,3.881430064156895,3.5138229972316064,4.41863319041244,,222.05743699044956,2.4197077680889314,,27.559748427672954,0.13495293,0.92446253,1.9509429907261733,0.00645092,0.01522129,,88.33888272,3.4565571861169246,9.291637549499171,1.28914878,0.4981091465953482,0.7166564749940568,,4293.0
12,236.2275797810389,216.90915443745632,204.25646401118098,3.4530107367190968,3.0439964409927116,4.133364698706836,,221.24295690659213,2.116774216146668,,24.203587235033776,0.13529823,0.92638267,1.9896110770025708,0.00558111,0.01354122,,87.92745144,4.449103191241562,8.550896808758438,1.10213301,0.49740276925063953,0.49740276925063953,,4293.0
13,237.71674819473563,218.9392033542977,201.4488702539017,4.491303442937071,4.2952183901648855,6.149659760429877,,222.55979128814351,2.9413918274433475,,28.71278825995807,0.15278497,0.93222254,2.853143958972953,0.01092431,0.01761295,,88.50897265,3.777544840437912,11.13393897041695,1.57320132,0.41589525309419834,1.0402996723740365,,4293.0
14,239.29862566969484,218.46377824365246,210.7356161192639,3.3845527433682534,2.8404919438926166,2.7814618879623434,,223.8123871418588,1.9760487486440252,,16.548334498020033,0.11947493,0.93842598,1.933510473562731,0.01030505,0.01327276,,88.7531458,6.149545772187281,6.47752154670394,1.00131973,0.586753299908558,0.8433128285109642,,4293.0
15,240.42231539715817,216.7288609364081,206.86349871884462,4.0870262308133505,3.6376270198337846,4.064814113593311,,222.68855252737012,2.5035005413151863,,17.994875378523176,0.13947374,0.94283261,2.08975668101985,0.00531528,0.01602755,,88.31412742,6.856510598648953,7.913813184253428,1.30959228,0.629578136565598,0.4300907758975946,,4293.0
16,238.91264849755416,211.61076170510134,192.06964826461683,4.09741168055964,4.4805811516078995,4.664324438887585,,217.54633892382947,2.9497637018047933,,24.591194968553463,0.19601083,0.93691235,2.1644237796966874,0.01047031,0.01606828,,86.58984302,6.249242953645478,13.31865828092242,1.50558957,1.1057849323902023,0.7319654785879257,,4293.0
17,236.28534824132308,211.39203354297695,198.48963428837644,1.9922659922616806,1.7678712154249023,1.9826165530480981,,217.36426112275797,1.2177163242923468,,20.371302119729794,0.15985439,0.92660921,0.8574286475636886,0.00883839,0.00781281,,86.45647497,6.471232238527847,9.68972746331238,0.61521696,0.6973540190411552,0.7243907102057505,,4293.0
18,238.79105520614954,210.24155602143023,193.54041462846493,3.217468354706437,5.06984770874227,3.60132484816337,,216.87392615886324,3.1544603464531473,,21.753552294432797,0.18948859,0.93643551,2.848747822702375,0.00998392,0.01261752,,86.28355325,7.190542744001874,12.06126252038203,1.59894424,1.5181283635637466,1.2016457343155964,,4293.0
19,235.1956673654787,210.25925925925927,193.77265315630095,2.6323631952766267,3.129938704299547,3.3119548360307136,,215.83577218728163,2.0341138355914037,,23.37619380386676,0.17612621,0.92233595,1.5106923059080242,0.01182891,0.01032299,,85.96949891,5.816911250873517,11.543908688562766,0.98299668,1.0848137756467646,0.8702143712861296,,4293.0
20,244.9140461215933,220.9140461215933,208.99930118798042,2.7254733086781173,2.7254733086781173,2.801325677970412,,226.73176519916143,1.8236236345801558,,19.91474493361286,0.14635316,0.96044724,0.4040318136355349,0.00278054,0.01068813,,89.78601737,6.042627533193581,8.957372466806419,0.98392646,0.2020159068177658,0.2020159068177658,,4293.0
